,image_idx,cell_idx,n_spots,gfp
95,8.0,27.0,164.0,0.02712361328704239
96,8.0,26.0,133.0,0.033833358247140524
97,8.0,28.0,54.0,0.03336327357631534
98,8.0,25.0,144.0,0.02563628077688171
99,8.0,24.0,151.0,0.032287879416901234
100,8.0,23.0,75.0,0.030019835235930305
101,8.0,21.0,89.0,0.03497000642521412
102,8.0,22.0,128.0,0.035922320912062204
103,8.0,20.0,80.0,0.03593903812837114
104,8.0,18.0,163.0,0.032574806784747605
105,8.0,19.0,148.0,0.026804905733247116
106,8.0,16.0,70.0,0.029058772124088236
107,8.0,17.0,72.0,0.031063036304327038
108,8.0,13.0,149.0,0.03224781680159272
109,8.0,15.0,91.0,0.028778320321907094
110,8.0,14.0,102.0,0.033844456239483275
111,8.0,12.0,95.0,0.030135899924174807
112,8.0,10.0,10.0,0.04558723037659371
113,8.0,11.0,89.0,0.02779471228593766
114,8.0,9.0,19.0,0.02597144577415287
115,8.0,8.0,120.0,0.03465044371865715
116,8.0,6.0,233.0,0.032368901682338656
117,8.0,7.0,85.0,0.029190237941446286
118,8.0,5.0,111.0,0.03438261097212456
119,8.0,4.0,168.0,0.03245988246553106
120,8.0,3.0,101.0,0.03112859882333593
121,8.0,2.0,116.0,0.023550385402741788
122,8.0,1.0,97.0,0.02905441316611892
123,8.0,0.0,115.0,0.032237264141228
124,9.0,25.0,46.0,0.021339401592619375
125,9.0,24.0,43.0,0.023702472927923428
126,9.0,23.0,38.0,0.02481050937342686
127,9.0,22.0,83.0,0.025927283892915653
128,9.0,21.0,113.0,0.02357072887914887
129,9.0,20.0,54.0,0.027376010061515976
130,9.0,19.0,180.0,0.02656438890774844
131,9.0,17.0,104.0,0.025780366478238947
132,9.0,18.0,31.0,0.024486709797473742
133,9.0,16.0,36.0,0.025312881497007347
134,9.0,15.0,131.0,0.027652408775160682
135,9.0,14.0,42.0,0.028916791364233082
136,9.0,13.0,54.0,0.025207570906785225
137,9.0,12.0,37.0,0.02652862052619804
138,9.0,11.0,194.0,0.0312185633336688
139,9.0,10.0,97.0,0.031491584320176104
140,9.0,9.0,34.0,0.023089224496855385
141,9.0,7.0,88.0,0.02833637485560685
142,9.0,8.0,36.0,0.024852244998792062
143,9.0,6.0,72.0,0.024027543252845854
144,9.0,5.0,59.0,0.022920945223751567
145,9.0,3.0,272.0,0.02727626067126657
146,9.0,4.0,23.0,0.02709141243919852
147,9.0,2.0,57.0,0.030527424104898688
148,9.0,1.0,59.0,0.02844661386145362
149,9.0,0.0,26.0,0.04053400028419532
150,10.0,19.0,14.0,0.02236877873706548
151,10.0,18.0,104.0,0.028944899283801374
152,10.0,16.0,20.0,0.02320961845468004
153,10.0,17.0,55.0,0.02751578250016112
154,10.0,15.0,41.0,0.02560248187361961
155,10.0,14.0,55.0,0.029754321925489283
156,10.0,12.0,41.0,0.027383936910836616
157,10.0,13.0,100.0,0.030936762517154225
158,10.0,11.0,74.0,0.030609773906605933
159,10.0,10.0,57.0,0.026422063018046
160,10.0,9.0,3.0,0.027688975121087936
161,10.0,6.0,44.0,0.03590876462567109
162,10.0,7.0,127.0,0.03244369006890871
163,10.0,8.0,26.0,0.03343164623986071
164,10.0,5.0,103.0,0.03125032318419508
165,10.0,2.0,131.0,0.030788018717070112
166,10.0,4.0,39.0,0.035156628593856744
167,10.0,3.0,75.0,0.028002561007205246
168,10.0,1.0,113.0,0.035863642307175383
169,10.0,0.0,440.0,0.03481988763795265
170,11.0,18.0,76.0,0.02143216100721397
171,11.0,17.0,84.0,0.027982940997941682
172,11.0,16.0,58.0,0.02350281366213744
173,11.0,15.0,133.0,0.02714329780356217
174,11.0,14.0,47.0,0.03189901477982967
175,11.0,13.0,140.0,0.03220502988700926
176,11.0,12.0,55.0,0.030408925342868407
177,11.0,11.0,32.0,0.027402697058341783
178,11.0,10.0,76.0,0.029605117928404243
179,11.0,9.0,157.0,0.03504715298054137
180,11.0,8.0,23.0,0.02525761485057575
181,11.0,7.0,27.0,0.031168026192648957
182,11.0,6.0,63.0,0.03369952142779065
183,11.0,5.0,62.0,0.03280261391391675
184,11.0,3.0,68.0,0.03588013128830144
185,11.0,4.0,52.0,0.04239832575336677
186,11.0,2.0,52.0,0.027793679977544155
187,11.0,1.0,22.0,0.030923384266862808
188,11.0,0.0,71.0,0.029260098798955532
189,12.0,14.0,104.0,0.02570175202921541
190,12.0,13.0,21.0,0.02973378371062924
191,12.0,12.0,82.0,0.03248070567932427
192,12.0,11.0,123.0,0.035520259285157424
193,12.0,10.0,42.0,0.02861235834298455
194,12.0,9.0,34.0,0.0293132620539987
195,12.0,8.0,81.0,0.03264410841148328
196,12.0,7.0,72.0,0.033674971857973725
197,12.0,6.0,114.0,0.0345052012354722
198,12.0,5.0,71.0,0.029719948280101938
199,12.0,4.0,110.0,0.03702081532517856
200,12.0,3.0,136.0,0.04124655321757342
201,12.0,2.0,101.0,0.0350678519258635
202,12.0,1.0,147.0,0.039139813599581054
203,12.0,0.0,129.0,0.030279745888759275
204,13.0,27.0,59.0,0.026860215732281315
205,13.0,26.0,60.0,0.028071214001070176
206,13.0,25.0,96.0,0.030069178316618605
207,13.0,24.0,52.0,0.02927665792712697
208,13.0,21.0,43.0,0.032298094375874734
209,13.0,22.0,23.0,0.02694728048302411
210,13.0,23.0,42.0,0.03094600208739275
211,13.0,20.0,25.0,0.02346942496205173
212,13.0,19.0,74.0,0.030770608048168405
213,13.0,17.0,127.0,0.03640652479309156
214,13.0,18.0,190.0,0.03495356353162401
215,13.0,16.0,57.0,0.028361929271749683
216,13.0,15.0,137.0,0.04253718954626569
217,13.0,14.0,48.0,0.03058013342204276
218,13.0,13.0,113.0,0.03126450435669814
219,13.0,12.0,57.0,0.033320466100285426
220,13.0,11.0,139.0,0.03524481583578946
221,13.0,10.0,64.0,0.032205805626323435
222,13.0,9.0,138.0,0.031874645682930684
223,13.0,8.0,111.0,0.030775542765729136
224,13.0,7.0,28.0,0.03638532553256922
225,13.0,6.0,117.0,0.02962738646247105
226,13.0,3.0,70.0,0.03145445694492855
227,13.0,5.0,64.0,0.0325315039574051
228,13.0,4.0,64.0,0.03195795854775268
229,13.0,1.0,56.0,0.028554766986794856
230,13.0,2.0,80.0,0.034975713907633814
231,13.0,0.0,85.0,0.03277857373540771
232,14.0,13.0,64.0,0.030218675718170007
233,14.0,12.0,28.0,0.026031889651521745
234,14.0,11.0,21.0,0.029958425119685557
235,14.0,10.0,29.0,0.025177639327506083
236,14.0,8.0,117.0,0.028312277463758164
237,14.0,9.0,39.0,0.031778358954779096
238,14.0,7.0,91.0,0.03222838878178386
239,14.0,5.0,105.0,0.0321899604159997
240,14.0,6.0,103.0,0.033506683593660325
241,14.0,4.0,90.0,0.032221598246693926
242,14.0,3.0,141.0,0.031401826049691495
243,14.0,2.0,97.0,0.031943424713985695
244,14.0,1.0,91.0,0.03245181548438611
245,14.0,0.0,81.0,0.035773636790631134
246,15.0,17.0,17.0,0.028742475154754237
247,15.0,16.0,38.0,0.026776417905726185
248,15.0,15.0,44.0,0.027321148255083604
249,15.0,14.0,78.0,0.03132193114888256
250,15.0,13.0,45.0,0.025935659256118897
251,15.0,12.0,41.0,0.027658775519527827
252,15.0,11.0,147.0,0.03152318080855728
253,15.0,10.0,133.0,0.03954666441898305
254,15.0,9.0,81.0,0.03127834210859681
255,15.0,8.0,51.0,0.03175726620263404
256,15.0,7.0,49.0,0.03624843428609008
257,15.0,5.0,98.0,0.03641820220372676
258,15.0,6.0,93.0,0.03231529909467987
259,15.0,4.0,131.0,0.037913079583050666
260,15.0,3.0,61.0,0.03304911571216678
261,15.0,2.0,10.0,0.033921843059827414
262,15.0,1.0,49.0,0.03856333578111469
263,15.0,0.0,40.0,0.03330367304221854
264,16.0,23.0,51.0,0.02927381274200335
265,16.0,22.0,53.0,0.029650993910275907
266,16.0,21.0,28.0,0.034209229693669005
267,16.0,19.0,37.0,0.02907477409278715
268,16.0,20.0,36.0,0.02512609630422299
269,16.0,18.0,70.0,0.03198598421976717
270,16.0,15.0,53.0,0.031458122962574074
271,16.0,17.0,58.0,0.032262584784315575
272,16.0,16.0,27.0,0.026853039573892214
273,16.0,14.0,77.0,0.03240354840713098
274,16.0,13.0,69.0,0.028850265402093508
275,16.0,12.0,101.0,0.035232797496871415
276,16.0,11.0,279.0,0.03891224693039017
277,16.0,10.0,91.0,0.0345760116702176
278,16.0,9.0,66.0,0.030843798479641495
279,16.0,8.0,38.0,0.03304389600975785
280,16.0,7.0,75.0,0.03096557268310192
281,16.0,6.0,90.0,0.03237560904019032
282,16.0,5.0,100.0,0.03332500701565465
283,16.0,4.0,45.0,0.0357154331398554
284,16.0,3.0,73.0,0.03333456252529524
285,16.0,2.0,10.0,0.033915113664961014
286,16.0,0.0,241.0,0.039309711796208235
287,16.0,1.0,225.0,0.03650146890437741
288,17.0,14.0,28.0,0.026882851824562855
289,17.0,13.0,41.0,0.02746254138199232
290,17.0,12.0,133.0,0.030338526899650792
291,17.0,11.0,69.0,0.032592592083595016
292,17.0,10.0,122.0,0.03237565303749392
293,17.0,9.0,90.0,0.03005862466045112
294,17.0,8.0,83.0,0.03192061302580592
295,17.0,7.0,29.0,0.030113248943355413
296,17.0,6.0,238.0,0.03344756254211792
297,17.0,5.0,91.0,0.03369433582514439
298,17.0,3.0,92.0,0.033102435103850955
299,17.0,4.0,70.0,0.028697855874003406
300,17.0,2.0,42.0,0.030000050654274968
301,17.0,1.0,65.0,0.0326931101203768
302,17.0,0.0,62.0,0.034852649749687804
303,18.0,21.0,16.0,0.0237835859829236
304,18.0,20.0,107.0,0.029428622032086706
305,18.0,18.0,20.0,0.02367235727580108
306,18.0,19.0,66.0,0.028450694868402907
307,18.0,17.0,42.0,0.026254015493084783
308,18.0,16.0,66.0,0.03128918670366242
309,18.0,14.0,47.0,0.028763680492870473
310,18.0,15.0,105.0,0.032082374168144405
311,18.0,13.0,78.0,0.03159397414413272
312,18.0,12.0,59.0,0.025789008095138486
313,18.0,11.0,2.0,0.02806174520618046
314,18.0,10.0,51.0,0.03443358028225102
315,18.0,7.0,44.0,0.035507468110101
316,18.0,8.0,121.0,0.03275545269354007
317,18.0,9.0,26.0,0.03353634298790537
318,18.0,6.0,100.0,0.031429098482394995
319,18.0,3.0,128.0,0.030671176151758288
320,18.0,5.0,33.0,0.0349531004276185
321,18.0,2.0,123.0,0.03562575639851058
322,18.0,4.0,75.0,0.02778622549715237
323,18.0,1.0,421.0,0.03445669461562399
324,18.0,0.0,136.0,0.030109590455828738
325,19.0,22.0,84.0,0.02163870512453875
326,19.0,21.0,25.0,0.024509416689172347
327,19.0,19.0,121.0,0.027910673070312336
328,19.0,20.0,44.0,0.02587215794226523
329,19.0,18.0,37.0,0.022741263844840147
330,19.0,16.0,45.0,0.02949822519231203
331,19.0,17.0,125.0,0.027960942975738364
332,19.0,15.0,51.0,0.026250120730750046
333,19.0,14.0,90.0,0.02787976973463074
334,19.0,12.0,192.0,0.02843935586106242
335,19.0,13.0,50.0,0.02551954198733098
336,19.0,11.0,113.0,0.02468190108238296
337,19.0,10.0,73.0,0.02636824544115845
338,19.0,9.0,95.0,0.02938904396300087
339,19.0,8.0,49.0,0.025882259611166
340,19.0,7.0,48.0,0.0235161115666073
341,19.0,6.0,29.0,0.026311814768210647
342,19.0,5.0,33.0,0.028026932460367804
343,19.0,3.0,116.0,0.02580271417441937
344,19.0,4.0,243.0,0.030886453618827525
345,19.0,2.0,105.0,0.028861030151333143
346,19.0,1.0,153.0,0.025978135549897412
347,19.0,0.0,83.0,0.0265509213591114
348,20.0,26.0,109.0,0.01696490159362026
349,20.0,25.0,49.0,0.018898604116259314
350,20.0,23.0,71.0,0.01757651517886111
351,20.0,24.0,141.0,0.019891674432976757
352,20.0,22.0,137.0,0.01979776151963381
353,20.0,21.0,163.0,0.021517436578862462
354,20.0,20.0,75.0,0.02067096841811317
355,20.0,19.0,87.0,0.020918928615342662
356,20.0,18.0,180.0,0.020332075477863896
357,20.0,17.0,53.0,0.02059830360250467
358,20.0,16.0,56.0,0.01963261624357199
359,20.0,15.0,99.0,0.024535608171834103
360,20.0,14.0,54.0,0.020506631479662474
361,20.0,13.0,39.0,0.02484158492972672
362,20.0,12.0,121.0,0.02030580326453593
363,20.0,11.0,101.0,0.02658817274788968
364,20.0,10.0,86.0,0.02209294002215852
365,20.0,9.0,239.0,0.026639842353400844
366,20.0,7.0,220.0,0.028350900667033413
367,20.0,8.0,59.0,0.024073124188581263
368,20.0,6.0,82.0,0.020122157499235318
369,20.0,5.0,59.0,0.023885179272128524
370,20.0,4.0,32.0,0.02107927071999276
371,20.0,3.0,80.0,0.022152213564042584
372,20.0,1.0,18.0,0.02426051100173197
373,20.0,2.0,141.0,0.021440383694593945
374,20.0,0.0,78.0,0.017988023818485573
