,image_idx,cell_idx,n_spots,gfp
99,5.0,13.0,63.0,0.019571073847930914
100,5.0,12.0,56.0,0.02194842546518174
101,5.0,10.0,152.0,0.02409765676224017
102,5.0,11.0,50.0,0.023199390615383682
103,5.0,9.0,76.0,0.024516426114511124
104,5.0,8.0,78.0,0.02651615061605657
105,5.0,6.0,123.0,0.02442588406305584
106,5.0,7.0,53.0,0.025927382534366203
107,5.0,5.0,36.0,0.023457616638775346
108,5.0,4.0,42.0,0.024086166527463124
109,5.0,2.0,73.0,0.02639986566084381
110,5.0,3.0,156.0,0.023256247283387828
111,5.0,1.0,113.0,0.025744828375173088
112,5.0,0.0,68.0,0.020379697990882132
113,6.0,12.0,53.0,0.019397155367938373
114,6.0,11.0,57.0,0.023014032255600853
115,6.0,10.0,43.0,0.022625222198162438
116,6.0,9.0,21.0,0.022793805100853798
117,6.0,8.0,54.0,0.023977852581679688
118,6.0,7.0,139.0,0.023115746315990317
119,6.0,6.0,81.0,0.026729746085755082
120,6.0,5.0,137.0,0.025071546665592637
121,6.0,4.0,96.0,0.0226130039718052
122,6.0,3.0,93.0,0.023497617738838825
123,6.0,2.0,31.0,0.02247018510259711
124,6.0,1.0,78.0,0.022356038626097082
125,6.0,0.0,264.0,0.023672811497775264
126,7.0,17.0,104.0,0.018532001958396604
127,7.0,16.0,22.0,0.020789983275200118
128,7.0,15.0,95.0,0.02224432687130681
129,7.0,14.0,112.0,0.02215257784405791
130,7.0,13.0,149.0,0.02083528367522814
131,7.0,12.0,129.0,0.02378166021056031
132,7.0,11.0,51.0,0.021053939200421003
133,7.0,10.0,37.0,0.020892663820733053
134,7.0,9.0,88.0,0.022366578542445847
135,7.0,8.0,67.0,0.022322524656232724
136,7.0,7.0,123.0,0.0225210764794054
137,7.0,6.0,78.0,0.02079444878761401
138,7.0,5.0,18.0,0.020580890268400247
139,7.0,4.0,132.0,0.02485868810322861
140,7.0,3.0,141.0,0.027012839775680857
141,7.0,2.0,102.0,0.023532556147375653
142,7.0,1.0,155.0,0.02531898602351532
143,7.0,0.0,142.0,0.021104520842497008
144,8.0,28.0,84.0,0.017650870910720016
145,8.0,27.0,104.0,0.017051577318549345
146,8.0,26.0,87.0,0.01847287889700924
147,8.0,25.0,94.0,0.02061559956492141
148,8.0,24.0,114.0,0.019761199580333896
149,8.0,23.0,89.0,0.021165932849475502
150,8.0,22.0,63.0,0.022307560641829014
151,8.0,19.0,66.0,0.015116935729486037
152,8.0,21.0,49.0,0.01957454637572991
153,8.0,20.0,54.0,0.02089885563957384
154,8.0,18.0,41.0,0.0181945464798788
155,8.0,17.0,90.0,0.02108165793453632
156,8.0,16.0,238.0,0.022684955854786356
157,8.0,15.0,78.0,0.01980484877723654
158,8.0,14.0,199.0,0.021135598858077743
159,8.0,13.0,54.0,0.019297917043204733
160,8.0,11.0,113.0,0.020060486077218827
161,8.0,12.0,95.0,0.020808018491320208
162,8.0,10.0,137.0,0.020297841116008457
163,8.0,9.0,68.0,0.02065380301425337
164,8.0,8.0,162.0,0.020827531411253902
165,8.0,7.0,242.0,0.023456741844746096
166,8.0,6.0,185.0,0.01982053102646685
167,8.0,5.0,135.0,0.019203154018823446
