,image_idx,cell_idx,n_spots,gfp
73,5.0,8.0,6.0,0.17804587711519312
74,5.0,7.0,23.0,0.4252427229344436
75,5.0,6.0,112.0,0.3740488478819829
76,5.0,5.0,4.0,0.2928835358159264
77,5.0,4.0,6.0,0.4228004296704793
78,5.0,3.0,2.0,0.475628931575689
79,5.0,1.0,4.0,0.4419012952704597
80,5.0,2.0,6.0,0.20134583558034336
81,5.0,0.0,1.0,0.4972277343652167
82,6.0,16.0,6.0,0.10368096584891656
83,6.0,15.0,4.0,0.4052784152867564
84,6.0,14.0,1.0,0.5520781302270621
85,6.0,13.0,2.0,0.42007416820856697
86,6.0,11.0,3.0,0.4454149537539872
87,6.0,6.0,2.0,0.3522891661483169
88,6.0,5.0,1.0,0.3318386727357765
89,6.0,4.0,4.0,0.5602525448819515
90,6.0,3.0,8.0,0.2793477455108995
91,6.0,2.0,12.0,0.5108535985128041
92,6.0,1.0,82.0,0.031817359239991495
93,6.0,0.0,3.0,0.32365823795556825
94,7.0,14.0,1.0,0.08321486095731497
95,7.0,13.0,3.0,0.2919642753768171
96,7.0,10.0,21.0,0.0613054934794889
97,7.0,12.0,2.0,0.3678998513895296
98,7.0,9.0,13.0,0.24200314831804004
99,7.0,8.0,2.0,0.4802997609990825
100,7.0,5.0,10.0,0.8229295895096955
101,7.0,6.0,2.0,0.846151655271619
102,7.0,4.0,3.0,0.8470491608297835
103,7.0,3.0,11.0,0.2216814799315717
104,7.0,2.0,1.0,0.7566771032157248
105,7.0,0.0,23.0,0.06051213455532624
106,7.0,1.0,1.0,0.7537924459128712
107,8.0,22.0,4.0,0.2632799749883136
108,8.0,21.0,136.0,0.3764986508835155
109,8.0,20.0,8.0,0.560216739102879
110,8.0,19.0,15.0,0.9086256991943996
111,8.0,18.0,15.0,0.3050820359067281
112,8.0,16.0,4.0,0.4192828596637528
113,8.0,17.0,6.0,0.5669386403795972
114,8.0,14.0,10.0,0.3423922375588049
115,8.0,15.0,10.0,0.061611542394686324
116,8.0,13.0,7.0,0.4119664939519661
117,8.0,12.0,6.0,0.4328895939338863
118,8.0,11.0,6.0,0.9335497167752012
119,8.0,10.0,40.0,0.13303356368441693
120,8.0,8.0,13.0,0.7916594685457901
121,8.0,7.0,4.0,0.58390757080943
122,8.0,9.0,2.0,0.9664218484071162
123,8.0,6.0,4.0,0.2556398476312651
124,8.0,5.0,1.0,0.2575942028658277
125,8.0,4.0,6.0,0.4175033939811588
126,8.0,3.0,9.0,0.4241661540461328
127,8.0,2.0,13.0,0.3107985613656511
128,8.0,1.0,26.0,0.09707492857603925
129,8.0,0.0,18.0,0.03159340722705952
130,9.0,17.0,2.0,0.2430636485870485
131,9.0,18.0,1.0,0.219313815523998
132,9.0,16.0,5.0,0.37072503690873226
133,9.0,15.0,4.0,0.26307111819675005
134,9.0,14.0,3.0,0.4619830443026458
135,9.0,13.0,8.0,0.3004773793045957
136,9.0,12.0,4.0,0.3235781744098207
137,9.0,11.0,2.0,0.17860115628368686
138,9.0,9.0,3.0,0.8623182423634058
139,9.0,10.0,25.0,0.12935685260349902
140,9.0,7.0,4.0,0.4667344084756869
141,9.0,5.0,5.0,0.4799026661982233
142,9.0,8.0,2.0,0.3112331349201189
143,9.0,4.0,9.0,0.4492205767752145
144,9.0,2.0,7.0,0.08085438510107627
145,9.0,1.0,4.0,0.6502629048470671
146,9.0,3.0,3.0,0.433895655297307
147,9.0,0.0,7.0,0.6614274349927446
148,10.0,21.0,11.0,0.27318691176300514
149,10.0,20.0,11.0,0.27034066963377845
150,10.0,19.0,6.0,0.5198594404502423
151,10.0,18.0,1.0,0.32175878690114623
152,10.0,16.0,10.0,0.6639961326984927
153,10.0,15.0,3.0,0.5073406688861389
154,10.0,13.0,3.0,0.18541544055242407
155,10.0,14.0,2.0,0.4709205910939073
156,10.0,11.0,8.0,0.4759334314211273
157,10.0,10.0,7.0,0.30686752765010783
158,10.0,9.0,15.0,0.4345522670840067
159,10.0,8.0,6.0,0.5890861661565636
160,10.0,7.0,7.0,0.543232797600283
161,10.0,6.0,6.0,0.8112507826891076
162,10.0,5.0,4.0,0.5046671783336119
163,10.0,4.0,6.0,0.5023631379389613
164,10.0,2.0,5.0,0.5655847303412131
165,10.0,3.0,3.0,0.4957604233863994
166,10.0,1.0,2.0,0.527077882629878
167,10.0,0.0,6.0,0.15717055367291718
168,11.0,15.0,7.0,0.3670669533636477
169,11.0,14.0,119.0,0.07908333895396456
170,11.0,12.0,6.0,0.9551078191466104
171,11.0,13.0,8.0,0.4929307293705886
172,11.0,10.0,88.0,0.03172493074587899
173,11.0,11.0,5.0,0.6644565544621958
174,11.0,9.0,4.0,0.9656719343788214
175,11.0,8.0,6.0,0.12515631784320316
176,11.0,7.0,11.0,0.629041904884668
177,11.0,6.0,10.0,0.11493611911799055
178,11.0,5.0,4.0,0.5182588487266204
179,11.0,4.0,13.0,0.3353565149048337
180,11.0,3.0,5.0,0.3875279228487282
181,11.0,2.0,14.0,0.600871002020618
182,11.0,1.0,41.0,1.0
183,11.0,0.0,7.0,0.804112377291945
184,12.0,14.0,95.0,0.06451418998160524
185,12.0,15.0,1.0,0.2424736158868075
186,12.0,13.0,25.0,0.40072461871768056
187,12.0,11.0,4.0,0.3171927125718214
188,12.0,12.0,9.0,0.3149086547669344
189,12.0,10.0,2.0,0.3182064077939074
190,12.0,9.0,9.0,0.3926879529212504
191,12.0,8.0,63.0,0.4283132104282705
192,12.0,7.0,31.0,0.4653731175521385
193,12.0,6.0,11.0,0.2373773614189721
194,12.0,3.0,4.0,0.19768365707190455
195,12.0,5.0,2.0,0.2832585662707725
196,12.0,4.0,7.0,0.27839032531494656
197,12.0,2.0,13.0,0.3242207730788525
198,12.0,0.0,2.0,0.3803421882334809
199,13.0,17.0,8.0,0.2994749716728409
200,13.0,16.0,2.0,0.3123333816597297
201,13.0,15.0,6.0,0.3438314723463007
202,13.0,14.0,122.0,0.2184603377582928
203,13.0,13.0,10.0,0.3866807147055532
204,13.0,12.0,2.0,0.2578119845826129
205,13.0,11.0,8.0,0.5381024030176591
206,13.0,10.0,7.0,0.12405032039888228
207,13.0,9.0,13.0,0.13150964110446342
208,13.0,8.0,7.0,0.5696747856775016
209,13.0,6.0,18.0,0.5045307913648193
210,13.0,7.0,8.0,0.3653706232195391
211,13.0,5.0,11.0,0.6892501292640746
212,13.0,4.0,6.0,0.709344075775203
213,13.0,3.0,10.0,0.4779194659955751
214,13.0,2.0,3.0,0.27096953316525185
215,13.0,1.0,8.0,0.5075368151293594
216,13.0,0.0,12.0,0.356105550763646
217,14.0,15.0,2.0,0.16043266847242926
218,14.0,13.0,7.0,0.0986390602062695
219,14.0,14.0,4.0,0.16259296054629385
220,14.0,12.0,7.0,0.2453857887715651
221,14.0,11.0,5.0,0.3032745215457885
222,14.0,10.0,5.0,0.1024993887555849
223,14.0,8.0,50.0,0.6120425049879544
224,14.0,9.0,70.0,0.6214675368383501
225,14.0,7.0,8.0,0.3815745975109997
226,14.0,6.0,8.0,0.3100185364874676
227,14.0,5.0,6.0,0.18916038668108248
228,14.0,4.0,6.0,0.7991681663305114
229,14.0,2.0,6.0,0.8148764819169458
230,14.0,3.0,1.0,0.3450921243270588
231,14.0,1.0,4.0,0.3738209492815127
232,14.0,0.0,9.0,0.4177969704352412
233,15.0,12.0,2.0,0.14935059011428473
234,15.0,14.0,1.0,0.5452267932334194
235,15.0,13.0,5.0,0.15211409724318636
236,15.0,11.0,4.0,0.7593286787034176
237,15.0,10.0,2.0,0.07984665749668798
238,15.0,9.0,4.0,0.23489493498806865
239,15.0,8.0,4.0,0.07294896071029798
240,15.0,4.0,8.0,0.32553734221966546
241,15.0,7.0,3.0,0.4888214042681415
242,15.0,5.0,2.0,0.27588906833157123
243,15.0,6.0,6.0,0.5101618405487807
244,15.0,3.0,1.0,0.2550774961709976
245,15.0,2.0,12.0,0.3554886713648968
246,15.0,1.0,7.0,0.428801319619374
247,15.0,0.0,4.0,0.4698504321907324
248,16.0,18.0,17.0,0.15578216298557315
249,16.0,17.0,5.0,0.325378947196477
250,16.0,15.0,3.0,0.26831495354955875
251,16.0,13.0,2.0,0.1489183564534348
252,16.0,12.0,1.0,0.2432736485926548
253,16.0,10.0,5.0,0.4574471730220002
254,16.0,11.0,1.0,0.21679415770056526
255,16.0,9.0,9.0,0.34116638983287256
256,16.0,8.0,5.0,0.21382928622037647
257,16.0,5.0,2.0,0.15654845098901984
258,16.0,6.0,1.0,0.21603534169331612
259,16.0,4.0,5.0,0.8089607427933088
260,16.0,3.0,1.0,0.17470572428634087
261,16.0,2.0,2.0,0.16883992632621514
262,16.0,1.0,4.0,0.30986790404596426
263,16.0,0.0,7.0,0.2922527970058471
264,17.0,18.0,3.0,0.2036055633660288
265,17.0,17.0,3.0,0.17863075341626644
266,17.0,16.0,2.0,0.2849515933891523
267,17.0,15.0,7.0,0.585306648318405
268,17.0,13.0,4.0,0.11797826876358608
269,17.0,14.0,1.0,0.5871332999680857
270,17.0,10.0,6.0,0.2882564784014365
271,17.0,9.0,6.0,0.4902378990183366
272,17.0,11.0,1.0,0.18759519139894126
273,17.0,8.0,2.0,0.22377112351064252
274,17.0,6.0,45.0,0.35798709433381387
275,17.0,7.0,1.0,0.16940335947869894
276,17.0,4.0,9.0,0.23458667492197535
277,17.0,3.0,3.0,0.582484269397375
278,17.0,1.0,4.0,0.5629045984976249
279,17.0,2.0,2.0,0.4209680157986972
280,18.0,14.0,12.0,0.042851752481905994
281,18.0,12.0,18.0,0.4022773013852971
282,18.0,13.0,3.0,0.5309155694758994
283,18.0,11.0,2.0,0.5287562273836248
284,18.0,10.0,2.0,0.423112031837482
285,18.0,9.0,44.0,0.03780127860870152
286,18.0,8.0,5.0,0.064019738148515
287,18.0,7.0,3.0,0.5661930019650964
288,18.0,4.0,13.0,0.4042534524910704
289,18.0,6.0,4.0,0.5885848568849358
290,18.0,5.0,7.0,0.3131006176795791
291,18.0,3.0,14.0,0.6594652188102593
292,18.0,2.0,4.0,0.3566662810998566
293,18.0,1.0,18.0,0.4155857039211717
294,18.0,0.0,2.0,0.2104460934451879
295,19.0,11.0,49.0,0.02522665356101652
296,19.0,10.0,3.0,0.485330816128047
297,19.0,9.0,2.0,0.4564071538435866
298,19.0,6.0,7.0,0.14200044099660902
299,19.0,8.0,9.0,0.6093513960127602
300,19.0,7.0,4.0,0.5708135707410854
301,19.0,5.0,92.0,0.7514296392917752
302,19.0,4.0,19.0,0.6471110968266665
303,19.0,3.0,17.0,0.2606107828827372
304,19.0,2.0,20.0,0.30295068217056426
305,19.0,0.0,3.0,0.2790697262196793
306,19.0,1.0,1.0,0.2921327221490065
307,20.0,13.0,3.0,0.4441230407794424
308,20.0,12.0,30.0,0.6724610911457622
309,20.0,11.0,7.0,0.2240728332675012
310,20.0,10.0,4.0,0.2940999091008019
311,20.0,9.0,2.0,0.2342002965760969
312,20.0,8.0,6.0,0.23735915651769315
313,20.0,6.0,8.0,0.09401764237066794
314,20.0,5.0,25.0,0.17305914666157496
315,20.0,7.0,1.0,0.08553857011149307
316,20.0,4.0,10.0,0.08422945931403486
317,20.0,3.0,2.0,0.14751868383214325
318,20.0,2.0,7.0,0.2905478559485092
319,20.0,1.0,4.0,0.6250307625710827
320,20.0,0.0,27.0,0.0293894473124871
321,21.0,19.0,4.0,0.33152122370280085
322,21.0,15.0,12.0,0.4691512806853812
323,21.0,16.0,9.0,0.2712846208485199
324,21.0,14.0,8.0,0.35856210427907154
325,21.0,13.0,4.0,0.4793751768267048
326,21.0,12.0,6.0,0.3933495763401496
327,21.0,10.0,10.0,0.6255610625337232
328,21.0,9.0,3.0,0.577558506727848
329,21.0,11.0,5.0,0.3980137139511748
330,21.0,8.0,5.0,0.963644283459524
331,21.0,7.0,10.0,0.6340643964718315
332,21.0,5.0,1.0,0.8637647381926042
333,21.0,6.0,4.0,0.967193160045903
334,21.0,4.0,3.0,0.4381270551213539
335,21.0,3.0,3.0,0.6515176190240053
336,21.0,2.0,3.0,0.22335657669107906
337,21.0,1.0,10.0,0.9580213441289964
338,21.0,0.0,6.0,0.6024076288216736
