,image_idx,cell_idx,n_spots,gfp
202,14.0,7.0,18.0,0.03979807563903754
203,14.0,6.0,130.0,0.04638222547156545
204,14.0,5.0,63.0,0.04576870179462825
205,14.0,4.0,113.0,0.046216905642730594
206,14.0,3.0,62.0,0.04534770319240251
207,14.0,2.0,105.0,0.042513169939007264
208,14.0,1.0,43.0,0.039293853258764416
209,14.0,0.0,23.0,0.04203816273901104
210,15.0,15.0,40.0,0.03671043364714829
211,15.0,14.0,14.0,0.041139193112438126
212,15.0,13.0,26.0,0.053355838364565096
213,15.0,12.0,16.0,0.04396516537664905
214,15.0,11.0,21.0,0.04431520836312435
215,15.0,10.0,28.0,0.04265005171088115
216,15.0,9.0,58.0,0.04584697357305491
217,15.0,8.0,23.0,0.049282712744289435
218,15.0,6.0,39.0,0.04393014669596801
219,15.0,7.0,20.0,0.044173237407445484
220,15.0,5.0,22.0,0.04264658882822736
221,15.0,4.0,37.0,0.038121010866569306
222,15.0,3.0,24.0,0.04056063895801012
223,15.0,2.0,29.0,0.03978943643099165
224,15.0,1.0,32.0,0.03330140624561112
225,15.0,0.0,31.0,0.036081425653674
226,16.0,17.0,4.0,0.03245451249810212
227,16.0,15.0,12.0,0.039885883024848835
228,16.0,16.0,11.0,0.037213635621309
229,16.0,14.0,22.0,0.044586747634641724
230,16.0,13.0,11.0,0.04038910248691183
231,16.0,12.0,18.0,0.046956047678987194
232,16.0,10.0,21.0,0.0403842477045536
233,16.0,11.0,9.0,0.041836658073560656
234,16.0,9.0,8.0,0.03618948711776015
235,16.0,8.0,12.0,0.042880980582689465
236,16.0,6.0,17.0,0.04242950034578024
237,16.0,7.0,17.0,0.0521955863232902
238,16.0,5.0,16.0,0.04916161581318058
239,16.0,4.0,29.0,0.054062513276574714
240,16.0,3.0,17.0,0.04750626655786135
241,16.0,1.0,12.0,0.041646294077148975
242,16.0,2.0,15.0,0.047353969235148716
243,16.0,0.0,18.0,0.05508069995810301
244,17.0,11.0,15.0,0.035573034529945445
245,17.0,12.0,4.0,0.03667916092693733
246,17.0,10.0,26.0,0.037353697296518405
247,17.0,9.0,24.0,0.044620696509759465
248,17.0,8.0,10.0,0.04475344417775111
249,17.0,7.0,3.0,0.031271745276041686
250,17.0,5.0,13.0,0.0423129011635652
251,17.0,6.0,11.0,0.04368003794006396
252,17.0,4.0,42.0,0.045353233812152886
253,17.0,3.0,10.0,0.04146396321142415
254,17.0,1.0,67.0,0.041132345517970924
255,17.0,2.0,16.0,0.043342878348989915
256,17.0,0.0,39.0,0.04561211528474295
257,18.0,18.0,34.0,0.04217558214141536
258,18.0,17.0,32.0,0.04154581790680364
259,18.0,16.0,77.0,0.03992177023507068
260,18.0,15.0,126.0,0.048185686336006096
261,18.0,14.0,44.0,0.04156830465071318
262,18.0,13.0,34.0,0.03997761853086404
263,18.0,12.0,64.0,0.042144787150863595
264,18.0,11.0,33.0,0.04746531949518191
265,18.0,10.0,36.0,0.04148160020995697
266,18.0,8.0,33.0,0.03918736053010029
267,18.0,9.0,31.0,0.03840573538377537
268,18.0,7.0,40.0,0.03886982238406966
269,18.0,6.0,45.0,0.0419377189132692
270,18.0,4.0,44.0,0.042143940427004326
271,18.0,5.0,28.0,0.041213077242301374
272,18.0,3.0,21.0,0.043063932887758095
273,18.0,2.0,23.0,0.045586913481298875
274,18.0,1.0,43.0,0.04436066418168848
275,18.0,0.0,22.0,0.03990995654632401
276,19.0,17.0,59.0,0.03917406663672039
277,19.0,16.0,58.0,0.0479915799367306
278,19.0,15.0,33.0,0.03893734121248106
279,19.0,14.0,39.0,0.041757317892828494
280,19.0,13.0,29.0,0.043078518212977764
281,19.0,12.0,49.0,0.05419651785325474
282,19.0,11.0,61.0,0.05133274429892167
283,19.0,10.0,28.0,0.044742313312509406
284,19.0,9.0,23.0,0.0413834980030884
285,19.0,7.0,26.0,0.043296662895362936
286,19.0,8.0,27.0,0.04713397322669344
287,19.0,6.0,25.0,0.04390872483182061
288,19.0,5.0,26.0,0.046546246254624266
289,19.0,4.0,41.0,0.049249702634812494
290,19.0,1.0,28.0,0.041641789253057775
291,19.0,3.0,11.0,0.048674432913007534
292,19.0,2.0,34.0,0.044284234534902205
293,19.0,0.0,18.0,0.044281053139255525
294,20.0,20.0,35.0,0.035847935127413924
295,20.0,19.0,39.0,0.03393306321801066
296,20.0,18.0,21.0,0.040272382447101886
297,20.0,17.0,20.0,0.04000688134487009
298,20.0,16.0,35.0,0.04304860229059327
299,20.0,15.0,56.0,0.04401120295748114
300,20.0,14.0,57.0,0.042069912212754565
301,20.0,13.0,58.0,0.0425190970098933
302,20.0,12.0,44.0,0.03989904953201028
303,20.0,11.0,24.0,0.046978328386600494
304,20.0,10.0,23.0,0.03701181955404642
305,20.0,9.0,29.0,0.0495169307736562
306,20.0,8.0,62.0,0.03891410931231883
307,20.0,6.0,51.0,0.04252804987508296
308,20.0,5.0,43.0,0.05418320550972477
309,20.0,7.0,43.0,0.05190873340640572
310,20.0,4.0,33.0,0.03747132667681923
311,20.0,3.0,27.0,0.04172132020036006
312,20.0,1.0,69.0,0.03913236594043318
313,20.0,2.0,38.0,0.03893718862517944
314,20.0,0.0,73.0,0.03847152370498464
